HITId,Input.text,Answer.sentiment.label
3Y40HMYLL1PDJQFSO8NAAYSANP6UXE,"@BreitbartNews Oh, and intentionally infecting someone with a deadly, incurable disease is a misdemeanor. ??",Private
38G0E1M85MCLF1AXOTMSMDVP7EYUVB,"@sallykohn Yea, we'll get round to that the day after you stop treating white men like a disease.",Non-private
3E9VAUV7BWLI4MR4NZSLTBNPIS8YAC,"""Stand down and less of the cheese, selfies what a fucking disease"" oh Liam G ?? were cut from the same cloth.. apart from the talent like",Private
3IJ95K7NDXJP2E0T2XBK8H0LC3HNGN,He's a symptom of a disease. He exists because we don't treat these matters seriously enough. The fear it puts into the world is deadly.,Non-private
3OID399FXGEA22DL2JRZUROFXKGDFX,A new study looked at d metabolic changes in d brains of menopausal & perimenopausal women &amp; found potential triggers 4 Alzheimer's disease,Non-private
3VDVA3ILIDMMO7T4XADMBANI92DG19,"?You?re seeing this because you follow accounts related to the Cubs.? I know, okay? I know. They?re like a communicable disease. ????",Private
3QD8LUVX4X5WYBPDN7F22M0UO8DX5Z,@gourmetspud mis-diagnosed disease that seems serious but in the end you are fine,Non-private
3H5TOKO3D9Q1JD1H8FN2XHHWR8K64A,Guinea pigs are susceptible to respiratory disease from bacteria that #rabbits carry.,Private
3R5OYNIC2CGTA4YC2CNJBPK52CQPTU,@Machukah before you call them a trash I think you are suffering from a rare disease called Amnesia meant for antbear,Private
3IWA71V4TINSHFPRSQP7USEUK3OX6F,? Ian gon speak on that disease y?all gave each other ? damn...,Non-private
39XCQ6V3KYBJFW5HMK6C29NAR4F65F,"@ThottyiB Me too. Seeing her as a happy kid, with her parents, ready to enjoy life but taken from her because of her disease, made me cry",Private
3O4VWC1GEWDSPCXKSKC8WGUVZE83JS,@latimes It's weird that it's was the only disease to be a felony if knowingly exposing another to it. What about all the other diseases?,Private
3K1H3NEY7L6GG29GD3XHCCORYZGDGW,"Women who experience at least 3 traumatic events in a lifetime may have poorer endothelial functn, which could raise d risk of heart disease",Non-private
3L55D8AUFA46X1O27DOCZ6DDIVTYCE,@EricBoehlert @PrincessBravato No empathy characteristic of narcissistic mental disease,Non-private
31N9JPQXIPP32AV4M3T2THCMR3UNHM,The UK and the US must put politics aside and deal with our growing drug epidemic. We must treat addiction as a disease not a crime,Non-private
375VMB7D4JQUCTFB3RXKXO17DC8DIO,"It is way, WAY easier to tilt at windmills than to treat and fight the actual underlying disease. Fire off a tweet and done? Not that easy.",Private
35NNO802AV33Y56OSLBNTTD1RG9NIF,Sugar disease was killing me slowly ??????,Private
3ZRKL6Z1E8AMIRSYATS67BARZ2PSG4,um I think I found a way to save my chronic disease grade will let y?all know tomorrow how that works,Private
3KVQ0UJWPXSH9BKND2JG03MNF67W55,@washingtonpost Ditka must have concussive brain disease!!,Private
3IVKZBIBJ0G0INN9UZAOSBMSE22SH3,Great talk by Ashley Russel on #exosomes #miRNAs #neuroinflammation & #mitochocondria function in the context of #Alzheimer disease #ASEMV,Private
3I6NF2WGIG3LCPUNYXFYE00ZLIIG5R,@FreeBirdPiper i know right? i just gotta sort out my foot in mouth disease,Non-private
3ZFRE2BDQ9LU5P92UVMIRQ7PP7LZX8,@bolton_char Over 2 yrs for referral to PR. Wait too long and disease acceptance (stages of grief/loss) may reduce capacity for change.,Non-private
31MCUE39BKTIYA7JKER5Z32F7MRG31,Inconsideration and selfishness is a terrible disease....... Especially when one cannot see this trait in them.....,Non-private
322ZSN9Z5GR7LBCT4SVV8R9ABGV4TJ,@kylegriffin1 #SHS sounds like a disease of the soul. The heart turns black. The face droops.,Private
306996CF6WRQXQLTHOL8AZWLTPL1BD,Complex. The Sacred Disease vs the Sandinistas under his boot.,Private
351S7I5UG93ZTGQUA3WN5US14VYNJR,"In clients with Chronic Kidney Disease, it's OK to eat hard candy to deal with thirst caused by fluid restrictions ??#Kidneys",Non-private
3AQN9REUTFNG2TUG79JNJCVV3V5YDE,"Mild #memory loss is common in those 60+. It may not mean you have #Alzheimers disease. But if your memory's getting worse, see your doctor.",Non-private
3MVY4USGB6U0EIYT0HS9SNN7EFHSIW,"@morningpassages By doing CBC ( complete blood count) test , it can be appeared also leukemia have common symptoms as common disease",Private
341YLJU21I679JHV62D315A3GLJ2I4,"@morton_emma @Annjj Bloody effing Nora, I didn?t know that my love. Hope he?s made a good recovery. Stupid bastard disease. Xx",Private
37VUR2VJ6AW97VDZVOH3LJ23BAL1CK,"@BackofficeShow Try ridiculously sized, impossible to eat burgers. Even if you fail, you win. But if you succeed, heart disease.",Private
3GMLHYZ0LE42JV52T49CTCZJPV0UYK,Everyone in target rn has a toddler in the seat of their cart and an infant in the basket. I need to get out b4 I catch the disease.,Private
3V7ICJJAZAN7PPIC464A8X3O59VB40,@VivaLaAmesX That's cause Kid Rock has a brain not a liberal mental disease.,Private
3M93N4X8HKUW9TIZIZD94O27RU6SJ8,Second pic is neato cuz it shows a wasps removing a dismembered wasp from the nest to prevent disease spread,Non-private
3VGET1QSZ06WWFY61VYDYN0J6C2W7K,@thehowie @realDonaldTrump Neato....this proves all the stats wrong? And guns aren't a disease. Next?,Private
3WGZLY9VCHT1NN3YU5LTKZ7TAG38DB,"The main causes of vertigo are benign paroxysmal positional vertigo, Meniere's disease, vestibular neuritis, and labyrinthitis.",Private
3J6BHNX0U9ZU40WCSOWZ69SEJKYNKQ,".@IETEF talks about ""food justice"": heart disease affecting more people than gun violence in opening remarks at concluding #OYIF plenary",Non-private
3FI30CQHVKQL4CMQNUXP5VN2101B6L,"@pblest ""Fade into obscurity"" is an interesting euphemism for ""unnecessarily die of treatable disease""",Non-private
31YWE12TE0JBLF3WB0UZ06EQFE8X7E,When you visit California @realDonaldTrump please tell them NOT TO TAINT OUR BLOOD SUPPLY WITH INCURABLE DISEASE - we're done with CRAZY,Private
37SOB9Z0SS4YK2LKV5OLCV7N33D3LU,Strip out some detail.... she's not a fucking magician. You've just drawn Parkinson's disease on a page you prick,Private
3YO4AH2FPDRDU7204NEYRJ8AAXFQ0A,@CaffComm After Typhoid Mary knowingly having a disease and spreading it became a crime,Non-private
3ZUE82NE0A8YL7HULBGJ8ZAEMTJ8FM,It is not the disease but neglect of the remedy which generally destroys life.,Non-private
3OPLMF3EU5U5O6EUDO80L95T8K3NLT,#EatWellForLess can men get coeliac disease?,Non-private
3D42WVSDH82D0D8CYFED7CYGF8LYFP,Shoutout to my boyfriend for rubbing my back last night while I was being sick???? you da best x @EllisSmith69 hope you don?t get my disease??,Private
3JVP4ZJHDPZ0D9EHRF9PIHHOJNZ0II,"The biggest health condition creating a burden on the NHS is stupidity, not obesity, diabetes, cancer, cardiovascular disease or dementia.",Private
33K3E8REWW2FLT8FL5M5E6ALQYEX81,@sallykohn Apparently he thinks that not allowing them to sexually harass you = treating them like a disease? Weird.,Non-private
3IH9TRB0FB60KYZZNYDPWM0YOF51IM,"WHY WOULD I WARN YOU TO GET DEET ,I HAVE LYME DISEASE AND WEST NILE IS SPREEDING , DONT BELIEVE ME ,? WHATEVER ? feeling perplexed",Private
356ZPKYPUHOPRQX6CIAIJ6CKHE8PYJ,@RobSchneider @Orionzdream @netflix My brother died of brain cancer two years ago. We must cure this disease !,Private
3VDI8GSXAF04Z7DPWVM1QKAQN8J8GL,Having an autoimmune disease sucks because my body rejects sugar and I love candy especialyyyy twixxxxxxxxxx,Private
37ZQELHEQ05PUOWFD09FLMKI8PTNMV,"If Blount's disease is not treated early enough, the condition worsens quickly.",Non-private
3ZICQFRS31PJAK9HVDA3OBN0X7JZZ5,@hunangel_ No what I wondered was after how long you get this disease you start realizing something is wrong.,Private
3J9L0X0VDFT0AYMZGSWXCJRP12QW9W,@JimfromOldham It is disgraceful that our children are not being vaccinated against this killer disease,Private
3Q7TKIAPOTHW2UNHOUUXP4TZUG2DL2,Do we have Institute of infectious disease in Nigeria?,Non-private
39N6W9XWRDUJED479ZKVPXYSGNLYGO,I don't think Bryce Harper got the mold disease,Private
3VDI8GSXAF04Z7DPWVM1QKAQN8JG8T,@kennagq The 2nd most consistent United player in the last three years and they think he can be exploited. Delusion really is a disease,Private
3FTID4TN8L5Z05I8KQHB2P30C47YLU,how a wretched creature like that from the Lock hospital reeking with disease can be barefaced enough to solicit or how any man in his,Private
3NRZ1LDP7WDPWG7B84C1XDLMN8CPZA,#TSFakeAnime A disease in osaka is causing people to become cannibals. It spreads by contact and the only ones immune are children under 12.,Non-private
3OEWW2KGQJI48FQE1MAPHLXTPL7DOJ,@diponte Delusion is an infectious disease in the cabinet.,Non-private
3PR3LXCWSF6FZYRPQXSJE25WA4WX9Q,"@HuangRebekah @RakestrawJeff Solving for ""mindset"" would be solving for a symptom, masking the disease, if this were the case. Wouldn't it?",Non-private
3W5PY7V3UPET5FU8H55YMAQ88F2YJS,@Flores4Chantal Upscale recycle is the greatest doctor for treating that disease! Come check us out for the hottest designer brands!,Private
3H4IKZHALBPVC6HFP1OFY19IDF3NNV,@canary_burgundy I hope he gets lyme disease imo,Non-private
3AA88CN98PAOGZ0QZQ5ANPQLN42YKR,Go to Google and search in images for Blue Waffles Disease #facebookdown,Private
3IKMEYR0LW2YFE7J65YFELPG8P82KF,"If a vampire sucks your blood, and you have some sort of disease, will they get the disease as well? ??",Non-private
35ZRNT9RUI56QNOH8X4D4CBHY8I3OB,"But we are, as the writer, creator's intent, supposed to think about it, wrestle with it, understand it. Inoculate us from the disease.",Private
3XAOZ9UYRZYD1WNI06IY5ORKFPLQ1D,@RepBarbaraLee what a sick one you are. knowingly transmitting a disease is something YOU BRAG ABOUT? check in at a mental health facility.,Private
3IV1AEQ4DRKEQ93Q4174NX26F008JP,@FreeBirdPiper and you know what I mean with like. its like a disease for jamming sake. sometimes i think i should just stay silent,Private
39KMGHJ4RZHP6EX1NPKJCDHSXTI00N,"Stress is not only unpleasant, but it may also harm your health by boosting inflammation in the body and raising your risk of heart disease.",Non-private
3Y3N5A7N4GGJ6N0TK2IQ22IPC9XYMW,@jecshepherd @WestmonsterUK He is like a disease that keeps going. No moral fibre.,Non-private
3YGYP13641GGR497I85W7LESECSNRJ,Hahahah I actually have a kidney disease. Life's great,Private
3W0KKJIARRG91T98MM7GOC2JUP08KO,"...due to genetics, disease or surgery. If you?d like to donate artwork like the accompanying poster, please contact me.",Private
386659BNTLOPD3IJJ8OJQI022LO01Q,@adamcarolla @BaldBryan the Nobel prize in medicine was won by a female phd for her work on brain disease. She works for GlaxoSmithKline.,Private
3N3WJQXELSX9ZKP1R5AGTL2VXPD2LI,Brandon Marshall is literally a disease LMAOOOOOOO Ereck Flowers started all last year and they went 11-5 so don?t tell me it?s him,Private
3X55NP42EONOBN0INXHSTCG78DE3PS,"@SaimaJumanaa Affect is the disease, effect are the things that are caused by the disease now",Private
3VZYA8PITO5O1LJ2KVQVT8DJE1T50D,@Sneaky_Disease @Paola_Dec1231 Well it's said He works in mysterious ways. :) (Me too btw.),Private
3GKAWYFRAP0MTF2FGMN46L2JZQ3DP0,"@SeanLyonx too right ma bby, jealousy is a disease girls x",Private
3UQVX1UPFSOW2O0F2COXV1A7UR2027,"Reflux changes may not be erosive in nature, leading to ""nonerosive reflux disease"".",Non-private
38B7Q9C28GC2GJ7TPAJTEPSCD0Y696,"@CNN Like a recurring disease, no matter how much cream you're rubbing on it just won't heal.",Non-private
388FBO7JZR0PO5LTW3XQFH7PHZ7YNW,"My weapon in this mystery He went to glory, to midnight and again, sing of metal lead us It's close outside Just like disease",Private
3GITHABACYSZNKSM3IQV6D6K2KD2NK,"@AKIfellow @NephJC Yes but not 'healthy young'. Big chronic disease burden, low albumin etc #nephjc",Private
30EMX9PEVKQRKDOH0KDL532K6J6KSZ,@Laughs_At_Lefty He would also get a non treatable disease putting it in there ??,Private
3HKIF5DF6Y44DCWZ1NSFQG517E1G9I,@RedeemedRiddler @NotKennyRogers You forgot the option Matt Damon with gum disease...,Non-private
3YCT0L9OMMGSSJ9KXX51XVJO0EBNS7,"@liamgallagher selfies, what a f****** disease ???? first of many listens of that album, sounding top #asyouwere",Non-private
3JUDR1D0D6YKQH5EJAICA71P7VZQ2U,"Two disease ""triangles"" being studied in the He lab: host-pathogen-environment and host-pathogen-microbiome #HeUCD",Private
35NNO802AV33Y56OSLBNTTD1RGAINB,u know in the sims 4 when someone dies & the grim reaper just like? won?t leave the house? yeah thats how it feels to have mast cell disease,Non-private
3U74KRR67MST7JMZMXAR70FA2XPNTW,"middle school kids: ""what's pointillism? some kind of disease??""",Non-private
3W0XM68YZP2RQTPNN1Y192FBGJU1KX,@NotKennyRogers Is it just me or does Ben Affleck sound like a form of gum disease?,Private
3OKP4QVBP24IIV64TT6FMBGLDWJGAX,Heading out to my first #HUBWeek event of the week: Rare Rights. Common Cause. Excited to hear about caring for rare disease communities,Non-private
3J5XXLQDHMI1G7XE99QRZ45PU1EV34,@DCPhotog nice! it sounds similar to AIP which is what a lot of people with thyroid disease do. And keto is supposed to be good for PCOS...,Non-private
3DGDV62G7OGZQ54ZJX3NA2BF2ZE2PG,It was an earth spider. A troublesome youkai who inflicts disease upon humans.,Non-private
3MYASTQBG7I7TR3UGZ2T6QST4MPDQR,how you know good & well you ugly and STILLLL have the nerve to look all in somebody face ?? stop spreading yo disease my guy.,Private
33NKDW9FFXPHXWYS2H2AGS64GPZXC7,@business You rich give the money to Disease reserch,Private
3ZQX1VYFTDCSRKUNKEZ9VTJSEUA8O8,2. How come the disease started spreading only when they launch free medical service in #BiafraLand??? @WHONigeria @AmnestyNigeria,Private
38XPGNCKHT7MY3GI9NVA99XV81AV4P,"Mom, Lyme Disease and Rocky Mountain Spotted Fever #SUcanpatient",Private
3HFWPF5AK9QLOFGAFELMOHLIVXL3S8,Possibly even had mange (a very bad skin disease). And I couldn't do much to help him because there was a huge language barrier. I'm so sad!,Private
30P8I9JKOIS4UMKINSEKE1398X5V5U,"It is hard to adapt to blood disease, but it can be done.",Non-private
3PIOQ99R7YT87W1OM201CW1CLBWNUN,"@xheathaa Exactly! I say the same thing, I?d much rather my child have autism than die from a disease",Non-private
3AFT28WXLF9LGQ60T0B08ID6HQFIOQ,Any open wound left untreated is likely to become a treat itself for disease causing bacteria - whose merit is beyond tolerance. #Somalia,Non-private
337F8MIIMZK652F26Q7LOG75E5Y043,@KeithBunting007 Excellent perspective on an incredibly cruel and merciless disease.,Non-private
30Y6N4AHYP375SIUTERTBG2Y08RDRS,I swear I am just going to lose what's left of my mind . . . on 'Two Women ~ 1 Disease'! ? feeling frustrated,Non-private
31ODACBENUMDVGMCDPXI1PET5PYSQZ,Now ya only way out is to be a circus clown for niggas and talk about ya mental issues and your disease on a track for some cash ??????????????????????,Non-private
3PUV2Q8SV4BKPL15XH53B1XUIMOBDD,Religious people have a disease. They have something wrong upstairs.,Private
3HEA4ZVWVDTNWS53H1W7A39AV9455Y,@JoeNBC It's what happens when disease progresses to the finals. You'd think someone would have noticed by now,Private
3ACRLU860NLPHRF5TCGNHJFFIYPBE6,@JBNY24 describing liberalism as a disease is silly. Sometimes you need a conservative solution. Sometimes a liberal one. Mostly in between,Private
324N5FAHSXI7C55LUFIQGQMR5N0KV4,"@gill_dawn Obesity is not a disease, disease by definition is ""not the result of physical injury"", people injure themselves by over eating",Private
3S829FDFT28R2O462DXL0YOM1PBXD7,ABC News: Puerto Rico investigates post-hurricane disease outbreak,Non-private
3VO4XFFP15TRCI2KPMZ76YIXIBLQ7A,"Artie, growing a fat guy with humans! What horrible disease.",Private
3DA79LNS592M3FTP4EQCYMH4XGZ3TX,"@crulge I'm working on this... he is so easy to fucking hate, but you're right- he's a symptom, not the disease.",Private
3MA5N0ATTCIKRU5QKPNM2S55CW2KWE,What Is Thalassemia?People born with this disease cannot make normal hemoglobin which is needed to produce healthy red blood c #thalassemia,Non-private
3RWB1RTQDJUACK6OZECOKTOIOZ68PP,@KmVincenzo @JaysonBraddock The combine part or disease?,Private
3XU9MCX6VOJK2IKEWP7CFXBU3H22R8,@joshhale209 to give her my notes on the disease presentations too. She?s tripping! I will not be taken advantage of.,Private
3NFWQRSHVELDEMNC49S70CRCACWGFA,@SenSanders What was the name of the disease Alt... Alz.. Alzsss I forgot. ???????????????????????? Go #Stalin @SenSanders,Non-private
3NI0WFPPI9NKKPJGPE00LERJAW406O,Insecurity is also a disease. ??????? Get well soon.,Private
36KM3FWE3RJ3OPXL8O5SRSRF57O07N,"@SimeonTheFool That dog is just asking for heart disease, eating all of that butter.",Private
356ZPKYPUHOPRQX6CIAIJ6CKHE8YPS,"There is no difficulty that enough LOVE will not conquer, no disease that enough LOVE will not heal, no door that en",Private
386T3MLZLN27O324ITXY5SNAGRU08A,"Today it seems about everything has been shown to lead to heart disease. Of course smoking is bad for you, as is high blood pressure. There?",Private
3K1H3NEY7L6GG29GD3XHCCORYZGGDZ,Ignorance is a universal disease. Truth is the universal cure.,Non-private
3S8A4GJRD3A0DQKWSBOP67H94SGV6A,"You're treating a symptom, not the disease.",Private
3WA2XVDZEMOJBFYAXLZF63TN4XE6EG,@CNN Go to Google images and type in Blue Waffles Disease,Non-private
3E6L1VR4XWTBHTY6SWJLOLENGYT6FY,@_Jadedd_ Let?s bewitch whatever host gave you the disease,Non-private
31D0ZWOD0A6L7RVJFRHC1JT56FU0AE,@RepAdamSchiff How long have you represented them? It's been a disease in Hollywood for decades. How long have you known?,Private
3BKZLF990Z6AR2YLCVP7JB2UMAUYQJ,"Anyway, giving Arwen screentime is laudable, but giving her Plot Disease is not.",Non-private
31KPKEKW4AKQQ10BL5H8WUDBOXF0B9,Really the entire experience is better. For whatever reason the women haven?t yet been inflicted with the men?s fainting goat disease.,Non-private
3SZYX62S5G72JWJM5UB48NN6MFZ57D,@SparkleTits03 It caught a disease and the roots rotted. It was falling over. Boo,Non-private
3JHB4BPSFKGVQ1QD4JXRKU93D19Q9M,"@physicianswkly Q3,(2/2) anything from heart disease, anxiety and panic, job or family stress, chronic pain, cancer, IBS.#PWChat",Private
3BAWBGQGYL6JHQY1BLTHCLH5Z30V79,Lucky for Dusty they got rid of mold in Chi over night. Wonder what kind of mold disease makes you feel bad for a few hrs after you wake up?,Non-private
3PKVGQTFIHRA33DLPAE7O1CZIWWYRK,@RiceGum Honestly I hope you get a fucking disease and drop dead,Private
3S8APUMBJXQHN5F1ON0TZ10FUZ4BFO,@VoidBunnies Ricegum is a symptom. YouTube is the disease,Private
3DW3BNF1GHPNH43KLQLNQLD0AN6V8W,Worried about this new disease called monkey pox in Nigeria.....I'm scared God help us .,Non-private
38Z7YZ2SB39O12JG8D34XN86WRXIQY,"Yo, cardiovascular disease will very literally end your life. Take care of your body.",Non-private
3QHITW7OYOG9VK0IWPBRGPKNJJRQA1,@ntvkenya Sycophancy is a disease .... Miguna show them the law,Non-private
3MZ3TAMYTLUOD3YGLSS42DIBSDZIRZ,@BBCWorld Go to google than click on images and type in Blue Waffles Disease,Private
32K26U12DNVZYZZB2YW3CDR1LE4DVL,if you're willing to let someone die just because you want in on their fucking disease label? you're a bad person.,Private
3BA7SXOG1JXVOXM3C6GDPOOXPHU8RH,"Fucking muscle disease. I fell twice, on Monday and Tuesday. Tired and sore. Hurting today.",Private
3APP19WN71LHVTU13GP366EZHDT6GX,@amnestyusa Homosexuality is a disease and an abnormality. Not even animals go homo.,Private
3B623HUYJ4X7PCMGRVGIFYTTBJD8S5,"You can't let this shit slide. You can't blame it on ""locker room talk,"" or ""it's how some men act."" It's a disease that needs eradication",Private
3LB1BGHFL23NJIQDTZJ2OGDH6HTYTX,"The late game show host/producer Monty Hall died of heart disease. In fact, it was revealed that he had coronary disease for 75 years.",Private
3UY4PIS8QRSSYZAQKEQH1UWFAEZ1N2,The disease u don?t nurse cannot Dominate ur life! What u Say matters to determine what u See!,Private
3ZQA3IO31BYAGKA2LTQUGJWK0O41OH,On a srs note;I feel v strongly about childhood obesity.Obesity is a disease &kids don't realise they're fighting infection b4 it's too late,Private
37VE3DA4YUO11167JDOT2MCSAEHBHM,Ignorance is a universal disease. Truth is the universal cure.,Non-private
3J5XXLQDHMI1G7XE99QRZ45PU1F3VD,@robphillips3 Thank goodness...sheesh he brought over that Eagles bad secondary disease...smh,Non-private
362E9TQF2HXXODP25HYS3944Q4OGI1,@blthaddeusmc Blessings!#AA slogan#139: #Alcoholism is the only disease that tells you you're alright!Related #scripture to Step7:Psalm34:15,Private
3BAKUKE49HJDDX2IDL7YAE1PBBO1RQ,@CLEMayorJackson Better worry about your grandkids instead of pointing out Zacks disease..,Non-private
3BCRDCM0OD1MXFQKT7AI4Y6SOUAK6E,"If you look at healthcare today, it's all about disease. It's not about understanding wellness at all.",Private
337F8MIIMZK652F26Q7LOG75E5Y407,"All this deterioration and disease are linked with heavy use of glyphosate,...",Non-private
32CXT5U14GAN4PEKG0BIUZBHWGY8UL,@androscv @realJamesAllsup BECAUSE SHE HAS A FUCKING AUTOIMMUNE DISEASE YOU WRETCHED CUNT.,Private
33N1S8XHHMSMFOO9N21BWH3OKS6Z1G,@hamacy A Trannie with a rusty undercarriage - sounds like vanerial disease to me... ??????,Private
36GJS3V78VXTJO98NZJSFAJ43JDGJD,"I have psrerous, but i got lyme disease in santa rosa,cali with morgellons its not with the fibers its like different kinds of flu virus.",Private
3IJ95K7NDXJP2E0T2XBK8H0LC3IGNH,Stop gum disease now! Call 608-318-3468 for a free consultation. #oralsystemic #gumdisease,Non-private
3XAOZ9UYRZYD1WNI06IY5ORKFPM1QP,"""Don't let your scheming husband bring your only living son to London in August when disease can break out."" #WednesdayWisdom ??????????????????????????",Non-private
3L2OEKSTW9H4LYYPQ187XKHUS498YJ,@benshapiro @chadfelixg This is true. Foot-in-mouth disease is both communicable AND hereditary.,Non-private
38RHULDV9YMTLZF2KM2APCQSKSEWIG,@sbmontgom Congrats ! So much to learn from these papers & we hope to apply these innovative approaches to disease tissues.,Non-private
3JTPR5MTZSJQEBQ6OO0DCSSSSZZK5Y,Sleeping at least 7 hours per night prevents heart disease.,Non-private
3GV1I4SEO9WXHL82E7MJJYJ7DUF6L3,"And, do you think Feema will be there to help during a global war? Prepare for widespread homelessness, starvation, disease.",Non-private
3OLZC0DJ8JMG6AFXUCXE3A7EDJCIVS,Well...the disease kicks my ass again. I'm drinking.,Private
3FHTJGYT8N7P5ZC6ICOCC65GCIJGPD,@standardnews Let?s call it Parkinson disease,Private
3R16PJFTS3Y8ISM6AJH370MES34K4T,@RedeemedRiddler @NotKennyRogers Does he have gum disease?,Private
3VMHWJRYHVNO08I2TJSBOYR7D2SXFJ,"@SamanthaHutteri I support Gays, lesbians and Bi's, but that's sexual orientation not an actual mental or if you prefer physical disease",Private
3J9UN9O9J3ZW8KYN9XUPUIWOW2OJ0D,@ginasugarrx @politico @RepAlGreen And you have the mental disease called liberalism. #muted,Private
3XT3KXP24Z5VRK0WT4P6RIRFWQL6IP,Ignorance is a universal disease. Truth is the universal cure.,Private
3P7QK0GJ3TST4965661P10DTCYKZ2X,@macfound When are any of these geniuses of color going to cure a disease for us?,Private
34R3P23QHS8TP44IE4KPP0PDKFZHW8,@petefrt @MSNBC @ATT @lifeatexpedia @WeAreFarmers @flonase @Hyundai @Kia @MBUSA Transferred Madcow disease to his dumb ass,Private
3D17ECOUOE2LUVHG2V62SGY95X931P,If boredom was a disease I'd be dead,Private
3HY86PZXPYPO4TXDRFNYB726WMYE1Q,"My brother has hand, foot, mouth disease ?? :/",Private
31MBOZ6PAOYMX2H3OYZM5YBH9GQLCA,@BROKENJagsFan These kids have a severe mental disease lol,Private
31MBOZ6PAOYMX2H3OYZM5YBH9GQCL1,Shout out to American Horror Story for mentioning endometriosis. The fact that people are recognizing this disease is amazing,Non-private
39TX062QX1VTKW299OR9NP2AACN3XG,@54Beats44 As eat what?s put in front of you or starve disease lol,Non-private
33IXYHIZB5PVTEF9AJNCGQCBOSCE27,@zipperscar @V_of_Europe You don't overcome a disease by attacking its symptoms; you attack its root.,Private
3VADEH0UHC4SV4LXDCIT1KOJ0TDSP9,What the fuck is wrong with yall? No wonder people in india think being gay is a mental disease.,Non-private
3RWB1RTQDJUACK6OZECOKTOIOZ6P86,Is love mental disease or lucky fever dream? Fine with either ~,Non-private
3R6RZGK0XFJ2WAU2YUJHPY12329YVD,"??selfies, what a fucking disease?? - Liam Gallagher",Private
3PEG1BH7AEYS3R7FPYRQFESK2VLBKQ,@alzassociation Thank you for all that you are doing to fight this disease!!,Non-private
3ZXNP4Z39RSGLLM7XHRBPCJ38507L4,?eat real food? bitch you?re the one eating heart disease i literally don?t get it,Non-private
3N7PQ0KLI5WKEWBSEJ1HZ0H3U6CE3I,"@WeWuzMetokur ITS NOT A DISEASE, ALIENS CAUSES SEX ADDICTION",Non-private
3SR6AEG6W50XE9ZIT52DAXATVNZHY7,Thank you to Dr. Arthur Liang with the @CDCgov for your presentation on foodborne disease at the #HPPsummit. #foodsafety,Non-private
3DW3BNF1GHPNH43KLQLNQLD0AN78VA,I got to be checked in rehab coz you're my disease.,Private
32CAVSKPCEW5TPUZHF23FPO9IASU1N,"When cancer takes a life, we blame cancer. Depression is a disease, don?t blame the victim for losing the fight.",Private
3ZVPAMTJWNAAHCSLV4S1H15VD07GR5,Autumn: want a bite of my chocolate Me: *takes a bite* Autumn: I hope i don?t catch your gay disease.,Private
38RHULDV9YMTLZF2KM2APCQSKSEIW2,A joint disease like rheumatoid arthritis can cause lung disease directly or due to drug treatments like methotrexate.,Private
38LRF35D5L313S8E4JGM3I36GU6U3F," + they dont cause any harm, its only a minor disease, but um i hate ky arms for that reason",Private
3CZH926SICL5WSUWEX609599868E43,"Love is not an infection, it is not a psychological disease, it is the communal desire to seize the collective's political freedom.",Private
3U74KRR67MST7JMZMXAR70FA2XQNTX,terrible disease. So get well soon. BITCH.,Private
3RBI0I35XEAIK1SJEKDB639JCIH3YM,@AP He probably just forgot he discussed it. #dementia is a tough disease.,Non-private
3XDJY5RK5SSMLORI4XL5DNVCUU2U40,WE ARE LIVING WITH INFRASTRUCTURE FROM 50's BLAMING JOB LOSSon #IMMIGRANTS-#GOP HAPPY FOR UStoLIVE IN FILTH&DISEASE SO THEY CAN STOCKPILE ??!,Private
3ODOP6T3ASRD1CIGLDBZ740KB3I42R,"He who cures a disease may be the skillfullest, but he that prevents it is the safest physician.",Non-private
3SBNLSTU6UCG7J4L3VL6XJ4X9PADZL,@PiperOhio You do have a rare disease. I'm so sorry to hear that. Prayers for you. God bless,Private
3IZPORCT1FGOH8NWFAAJ21HWS0KRHF,"Janou?ek! We remember, fathers and warlocks watched the final stand, long live Carolus rise To arms! Just like disease There's",Private
3B6F54KMR2JPEC2VSA730O6LXD71SE,"@PeteNorth303 It's called National Insurance for reason - either that, or I want a disease to the value of 43 years contributions.",Private
3RTFSSG7T8DVB0N85PZNHSIK1W8WLU,According to researches people with gum disease are twice as likely to have coronary heart disease #Westwoodvillagedentist #Westlosangeles,Non-private
386659BNTLOPD3IJJ8OJQI022LP01R,"@kewalpb Good morning! But I was wondering, ""what if you see poverty, disease and suffering of humanity.. """,Non-private
3MYASTQBG7I7TR3UGZ2T6QST4MPQD4,Take a bow and rest in piece We're all sick of your disease #FATELESS,Private
3BC9H1KCYUJFBZU7O4ODB0KGABBYWN,"Somagosnel? mitigates heart disease. May cause mutation, regressive negging, and kidney failure.",Non-private
3JTPR5MTZSJQEBQ6OO0DCSSSSZ05KK,"Depression is a real disease, Go get help",Private
34F34TZU7W634U11OKY3D6P3T08J2X,"If they tell you they're suffering from anxiety, or have PTSD, rather than make a judgement about how legit or not legit their ""disease"" is",Non-private
3U18MJKL1UTCL2KO0BF1IQF6EBQCN3,"""I needed to write, it was like a disease, a drug, a heavy compulsion, yet I didn't like to think of myself as a writer."" - Charles Bukowski",Private
