HITId,Input.text,Answer.sentiment.label
3U74KRR67MST7JMZMXAR70FA2YENTN,"Get the satellite if you want to see me,get your credit card cause I need no money,all I wanna get is you baby...",Private
30EV7DWJTV2HHKF1XMB9D6L3MA86YM,"@Debenhams I?ve been waiting 12 days for my credit card to arrive, who am I suppose to contact about enquiring where it is?",Private
3H1C3QRA01Q8RW7B7CCIS3LX0KEEC7,Nike ES store in two weeks tho... I'm about to go hammy on my credit card ???????,Private
3QHITW7OYOG9VK0IWPBRGPKNJKGQAS,"@thejisfornova Hi, Jem! You may settle your credit card bill at any BPI branch near you. Thank you.",Private
38LRF35D5L313S8E4JGM3I36GVV3UF,Something?s keep charging my credit card and I just found out ?? imma file a credit card fraud rn if this dont stop,Private
3QXFBUZ4ZKN2X4K2ZYN6MCSFK00GU0,@comparemkt_care went to re do my new home insurance chose Lloyd's and it's tryed to take money from my credit card account twice ??????,Private
3UAU495MIIZQPH10NH0ERL1HBMRUO1,"@PublicMobile hi, how can i activate my prepay simcard in canada with a dutch registered credit card?",Private
31S7M7DAGGX3JJJEAKUCU8BLX3FLTK,"Well, there goes @flattr Dollar only/credit card first (with highly increased costs) Browser extension that tracks what you're looking at",Private
39N6W9XWRDUJED479ZKVPXYSGOAYGF,My Nordstrom credit card has finally recovered from the sale... 2 months ago #oops,Private
37SDSEDIN997VSNMEC1YJX6KLKP185,@ITVBoxOffice is it possible to pay through your sky account or would you have to make the payment from credit/debit card or Paypal?,Private
3TZ0XG8CBURPKXQHIPGRY3O3JWD89L,Me: mom I just accidentally bought stuff on your credit card Mom: oh it?s okay no problem Me: ??,Private
31ODACBENUMDVGMCDPXI1PET5QNSQQ,"was trying to book a flight using mums credit card, naks nag change nang password si mama ??",Private
3J5XXLQDHMI1G7XE99QRZ45PU243V4,retail workers aren?t getting paid to have angry psychotic people cuss at them over a lost credit card,Private
3TZ0XG8CBURPKXQHIPGRY3O3JWD98M,I got a new credit card that should be here already but isn't and I'm a bit concerned it's been lost or stolen in the mail,Private
3LN50BUKPVI5RRQ7T3LSPYAO80UPLJ,Typical garbage @MTA -- credit card machines not working at Parkside OR Dekalb,Private
33BFF6QPI1IEVWXJZJVNL6O31B63WE,@Paytm i have try many times but money is not add through my credit card in wallet,Private
37VUR2VJ6AW97VDZVOH3LJ23BBA1CB,"Before you could buy a single item in big bazaar , there are 3-4 credit card guys waiting to make you a kadankaran #Beware #DiwaliSale",Private
3XBXDSS888QA00SYFUV9JBWRAZ2XLE,"I'm going to be able to get rid of 3 bills for good , cut down my credit card bill substantially & save money whoa ????",Private
3R4QIDVOJPJNOURP33IDIRL0LWREE0,"@ICICIBank I have opened an F.D. through Imobile and also applied for instant credit card, what's the status ? I am not able to connect 2 cc",Private
34HEO7RUG6197LFI940RLFUSF6JRAV,"Dude I just spent $200 online shopping, someone take away my credit card pls",Private
3SR6AEG6W50XE9ZIT52DAXATVONYHE,"Yeah, we know how you did it, congratulations. The bank gave you a credit card. It doesn't make you better than me!",Private
3VP28W7DUNRD53IHU1GWLJ7IL3FFZP,I can't find my credit card. ??,Private
3SCKNODZ0XN69LPS9U7Q24NSD1O7NW,@an_americansoul Ahhhh the struggle!! Do you have a TJ Maxx credit card? Worst/best day of my life when I got that ??,Private
37J05LC5AXQQ74ZHL9IK9PG7QSMJDX,lost my credit card after using it at the village NICE,Private
375VSR8FVWGA8TNQLWGQ28L1ORQRZW,@Olacabs I can't add debit/credit card in my payment page of my account. Kindly solve this bug!,Private
3RHLQY6EDTB04MGWI2VG3NRO8VWD40,@LeftOf_Normal Credit card info please?,Private
3QHITW7OYOG9VK0IWPBRGPKNJKHAQD,"@fyratopia @justcatchmedemi Im not sure about that, never done that credit card thing before but there are other apps you can try too ;)",Private
3M67TQBQQHV33LJWFN05UUUY9KD9AQ,"How do you know a bank is not data driven, my @SampathBankPLC credit card is 15+ years old and still have the original 25k credit limit :D",Private
3E6L1VR4XWTBHTY6SWJLOLENGZIF6Y,"just tried to get into the dorms by swiping my credit card, i am thriving",Private
3WRBLBQ2GRFMHI8M1R9MX5484BWG0X,"SBI send emails for IRCTC-SBI credit card to me. When applied regret without assigning any reason, Just say as per our Internal policy",Private
3X4Q1O9UBHTOR6P4A973HTNX3BT7OB,I just saw a commercial for paying off your credit card debt by taking out a loan... America is jacked,Private
302U8RURJZ88KBQORSA68I3VZJUNV3,@SpotifyCares Hi! I've a Family Account but now I've been downgraded to the Free one. We changed the credit card linked to the Plan 1/2,Private
3W3RSPVVGSYIJWY3APKMZ4XNGHMLUB,2:40 am thoughts... Definitely gunna look at my credit card purchase from the last 6 hours and gunna be pissed... ?\_(?)_/? ???????,Private
3L4YG5VW9NZD4IZPBDW96RLUL8PDDD,"A year ago someone gave me Kiva credit card payments simply, stylishly, and securely like that?",Private
3WRBLBQ2GRFMHI8M1R9MX5484BW0GH,"@HollyMolly1990 H Holly. How are you? TY 4 following. I have no credit card to verify my age, but, I was born on July 31, 1953.",Private
3K8CQCU3KE8LZ0QTH2F2UKM96SWNWD,The punk who stoke Kayla's brothers PS3 bought a bunch of games on it with my credit card,Private
3X878VYTIEPULTCBB6ODUZEJBA2F7X,So a credit card company charged me RM10 for a late payment of RM 20. You just lost a damn customer.,Private
3S1WOPCJFG0VZADHH4T4F7YSQ4NJEQ,@amazon after years of using your service I am done not only did you access my credit card without authorization but customer service bad!!!,Private
3GL25Y68431U6IAJF6WOJOBGA4SXMG,"@MikeyTBH stop being a lil bitch and go to a strip club already. also, don't take your credit card. $4k stolen later I learned my lesson.",Private
31HLTCK4BL22AJ924OXBIYUYY79GVP,@akinsoul Credit card says no. 17d USA trips are expensive.,Private
3A3KKYU7P3OFHI5T5102H5X912NMWD,@InglisDeb @thehill Did you know the stats and were you aware that credit card default is one trillion as is car and student loans?,Private
3HXK2V1N4KMTDSB0GED0GTXN19GG2H,so my credit card got stolen and some shits been buying stuff all morning :),Private
3QO7EE372OUEEU5A23BNB04T121QBN,on Friday the 13th this guy left his credit card at my work... his name was MICHEAL MEYERS.,Private
3EKZL9T8Y8TKB6YDXDKOD6IAS06CHL,So my credit card was just shut down for fraude thanks to whoever stole the number u bag of dicks,Private
3FBEFUUYRKCGL2HYHGXTAK3WJJ5A6G,i just consolidated my 4500 credit card debit and i feel like a new woman,Private
3T2HW4QDUVERW0GUZ1WW0PKM9NY9CS,"@steelchick37 oh Melissa , put it on credit card!! only have to pay a little bit at a time!!",Private
34YWR3PJ28HX343CQ19QLR4371S0X9,I don?t take fucking advantage of your fucking credit card. That?s why I HAVE MINE. fuck you. I have my own money.,Private
3MGHRFQY2LWM39TMVXVS45BC97M0YF,@Magz827 @samantha_alaimo @eshygazit Same. My emergency credit card is for tickets only,Private
3YZ7A3YHR50O2U3ETX9F3EJ29U15SR,I got a credit card strictly for my dog so I guess you could say things are going pretty well,Private
3QE4DGPGBRI3G6QNKSWO98ULLNCG4D,@geekyranjit Of 15.5 using sbi credit or debit card,Private
3IKDQS3DQE7K719X3V29DIJPSDLCIE,i just paid off my credit card in entirety kill me,Private
388FBO7JZR0PO5LTW3XQFH7PH0WNYC,My goal is to pay off all of my credit card balance by the end of the year ??,Private
3XBYQ44Z6PBJUDVDEY1E3JS1VAJTWL,@cvpayne It's gonna be funny when your granddaughter figures out how to buy stuff on Amazon using your credit card ??,Private
3OZ4VAIBEXMC1LZ3CUIEFBMEQZPVJ7,i would buy it but i dont like asking for my mom's credit card,Private
3B286OTISEOS9XW51ZRIJO815PPAJM,@aquemini__ I'm borderline Good/Fair because I forgot to pay off a credit card last month ??,Private
3909MD9T2ZOFU8RLYE2J0960XX6EFI,@HDFCBankNews @HDFCBank_Cares @HDFC_Bank @ndtv @IndianExpressIE experienced fraud on Hdfc credit card compln numbr 17282339828 Hdfc doing,Private
389A2A304OP906SHZ5D37EJT6J40C7,seen an ad for citi bank totally reminded me that i need to pay my credit card off like ASAP ?????????,Private
3RTFSSG7T8DVB0N85PZNHSIK1XXLWA,"If you look for a Credit Card processor, never choose STP (Solid Trust Pay). ""No Refund"" Policy is a lie, like many other things there. #FX",Private
308KJXFUJRDMN0SADT5MLUVA3RGATR,"*drives from sinajana to micro mall to watch Death Day* *credit card machine doesn?t work* R u fucking kidding me, bloody hell",Private
3BDORL6HKKKX00CGTIWIRAKGF94RCX,@NYCTSubway are the credit card options off this weekend again?,Private
386659BNTLOPD3IJJ8OJQI022MD10I,@TalktoBPI hello how many days po usually bago mag-aappear sa credit card yung refund sa paypal?,Private
3PA41K45VNB6C615P9KI6TSNDGP7PS,@TalktoBPI I got concern with my credit card. Please DM,Private
34O39PNDK6FEQVKAFI0NGQEYXO4RBQ,@FamilyTreeUK You got away lightly! ***credit card braced for a heavy weekend*** #bmd #genealogy,Private
32W3UF2EZOSQZUAII605JH96NVK4CR,@AHS_Warranty Very frustrated with AHS. Now they charged my credit card $75 for service not rendered.,Private
3WGZLY9VCHT1NN3YU5LTKZ7TAHS8D2,Maybe my credit card and they even notice I've shifted until the,Private
37NXA7GVSTDIWBN3FFURVQZ6UOVLV0,"Credit Card Fraud Lawyers, malware, and wasted time to her",Private
3VO4XFFP15TRCI2KPMZ76YIXICB7QJ,I?m gonna be a credit card for Halloween because I?m always being used or denied,Private
34O39PNDK6FEQVKAFI0NGQEYXO4BRA,Got my new credit card today let me spend all this money on you boo.. ??,Private
3APP19WN71LHVTU13GP366EZHEIG6Y,getting a credit card from a clothing store was honestly the best thing I ever did ??,Private
3MDKGGG61QUL0YG7NGOA5PTO78Q6TX,This how I tell if he sell drugs too... or credit card scam.,Private
3VQTAXTYN3S66NCRJCVSL11I4N8BUE,@AxisBank Wrong amount was deducted from my credit card few months back and matter is still not resolved. #axis #worst #exp #worst #custcare,Private
3W5PY7V3UPET5FU8H55YMAQ88GRYJJ,Dad I maxed out your credit card @EatGranola,Private
32LAQ1JNT9W62968JYMDLV74AU8UTN,I think I?m anti credit/debit card chips...takes too long!,Private
3HYV4299H036FTHYQ0WDQHPEATT8EV,"@logic C mon no way a SB account equals a wallet. I ll use a credit card to buy such high value items, why would I use a wallet!?",Private
34KYK9TV2RFQRAKNU70S60JUJQNBSY,Um so I got a credit card but it won?t let me set it up .. idgi,Private
3WGCNLZJKFFJCNJDVKCE5PKLWBM1DB,"A real man must be like google. When his wife say ""cre"" he must understand and give his credit card ?? ? muzip hissediyor",Private
3XBXDSS888QA00SYFUV9JBWRAZ3LX3,The girl in front of me in line at vs had her credit card canceled by her dad and she was crying on the phone i can?t stop laughing,Private
3IZVJEBJ6ARHMAP6T8DSRDU5S4C6ZD,So my credit card got upgraded again I dunno why I barely use it and when I do I pay it off almost instantly,Private
37SQU136V7VPKS31FRSJ4NJC7EJ11L,i made over 2k in cash sales today i don?t even wanna think about credit card sales i don?t make enough for this,Private
35JDMRECC4GL88NG9Y81IU6CYC6EGH,@TK_HelpDesk I wil ask my credit card company to settle this with you as it is expensive to calll you from Lebanon,Private
3TRB893CSJH0ZT86MQUVCKEVCP2G7X,@FourScore64 Supercrapafuckarifficexpialabullshit? Bat credit card? I can keep going for hours.,Private
3ZCC2DXSD7BJ04P73561WX5WLK0YYD,@shashankyadav11 credit card details and registered contact details. Mention this Ref No. TW1610171122 in the subject of your mail so (2/3),Private
39N6W9XWRDUJED479ZKVPXYSGOBGYY,@JezCorden @JustEatUK Call your credit/debit card n ask for a chargeback,Private
337F8MIIMZK652F26Q7LOG75E6N40Y,Thinking about signing up for a credit card but I have no idea on how to use it....I should stick to debit cards.,Private
3QQUBC64ZEL0O0VJR7BOW30GFU2XNG,"@dariocazzani I have no direct experience. If you booked on a credit card, you might be covered that way.",Private
3LN3BXKGC02FP897UY2740DC5GBGWZ,"@_ChunFai But hor, my apple id no credit card geh",Private
36KM3FWE3RJ3OPXL8O5SRSRF58D70L,Next time a mfer slide in my DMs wit his whole ass family on his page... my response will be a screenshot of my credit card bill,Private
3TKXBROM5TH7FFF3DNJV0MWKIXUJIZ,Paid my credit card bill ? just about set for the con.,Private
3TCFMTM8HEVW9DLXYVSX96THZKX122,@TwoSyncOfficial Credit card team ? Both put an equal amount of Fifa points into their teams ??????,Private
3WRAAIUSBJ6T4H1UI36JAXGGGN4AXA,Victoria secret is so fucking me over in this credit card.,Private
39O0SQZVJNEROJHK21O7BOS2EYD7RK,The only thing college has taught me is how to memorize my credit card number w/ all the online shopping I do ?????????,Private
33CLA8O0MII43CWQKKMJZG5JCMWRF8,Very annoying robocalls from 901-491-7990 asking to lower my credit card rate. They call all day everyday. Eeewww!,Private
3LOJFQ4BOXMLIO5Z3UIWA4GK5HMKDX,@afrosidiac What credit card?,Private
3MWOYZD5WVVDURHRQGOSDQ9N3QYON3,@day6aesthetics All I know is pay your credit card on time always and never spend above the limit lol,Private
3LB1BGHFL23NJIQDTZJ2OGDH6IJTYK,*Im a credit card because im always being used or denied*,Private
3S8APUMBJXQHN5F1ON0TZ10FU0TFBJ,stupid credit card didn?t work when i tried to buy ice cream and cake for my bro just awesome ????,Private
3D5G8J4N5AB6FOV8OOWIHH9NO1GVTC,"""Can you pay for me?"" First of all, this credit card isn't even in my name",Private
3FTID4TN8L5Z05I8KQHB2P30C5WYLL,"After watching JBJ and Wanna One's teaser, my dad handed me my freshly delivered credit card bill. Nays wan. ??",Private
3ROUCZ907F1VCCH3RVO5SF9ST03OOI,How many shiba inus could I buy on a credit card????,Private
3VI0PC2ZAYRI6LVVSMB1BS0L547XOV,@noonecares66 Sign up for our credit card and save 15%,Private
3VDI8GSXAF04Z7DPWVM1QKAQN988GC,Cut your credit card day,Private
3MZ3TAMYTLUOD3YGLSS42DIBSEOIRQ,@LickMyyy_Tweets ?????????? sure just send me your credit card information ??????????,Private
3QGHA0EA0J7JYR1WECAT3PMFP3JBWD,ok my credit card is in ticket master I have an alarm set for 9:55 I?m gonna pray no one needs me for at least 10 minutes.ugh I?m scared lol,Private
3UUSLRKAULAXN9YFK0TN6ZBYZXMD7K,@guilty_dolls is there a way to buy digital through PayPal? Or only credit card :(,Private
3HO4MYYR12V00BVWNLEKALFQQMX6UO,"Fanta or the Fidget Spinner? Eh whatever, I will just pay it with my credit card. Can't miss out on these quality products.",Private
3566S7OX5DQ3VEI3479S5XAPA0J71O,@jeremycorbyn credit card interest shouldn?t be in double figures,Private
366FYU4PTGWQAUJZZPTGGMY55TNKEQ,@MissDanicaBWP MAY DEBIT/CREDIT CARD DIN OMG ????,Private
32TZXEA1OLR6CR0K29BL2LQFJYT411,@Manda82G I did the housework Here's my credit card I'can lick my eyebrows ??,Private
3KVQ0UJWPXSH9BKND2JG03MNF7X5W6,Heymen what'sup. put your items on the counter and hand me your credit card,Private
304QEQWKZPRA9VPKPAMU2EDAVXMO0R,I'm going to the mall to pay my Victoria secret credit card and I'm sure I'm gonna fuck myself over again with buying more ?????????,Private
3QE4DGPGBRI3G6QNKSWO98ULLNC4G1,IRS prodded to use credit card payment data to do more tax audits,Private
3NOEP8XAU490RL7W7MOG0S5BF93XPC,I?m just a child with access to a credit card.,Private
3VCK0Q0PO5LSRAP8OVMHNPD55NIN0C,"I just got a phishing email related to a @Chase credit card account that looked scarily real. Be careful out there, friends.",Private
30F94FBDNRRR6AX2J75IG5FGL91BTN,Christmas giveaway is back on!! I?ll authorize my credit card on Monday so it should be fine,Private
3D17ECOUOE2LUVHG2V62SGY95YX13D,Having a credit card and an Amazon prime account is quite possibly the worst and best thing to ever happen to me,Private
3HKIF5DF6Y44DCWZ1NSFQG517FQG99,"@TooMuchCookies_ K give me ur full name, credit card number, and the 3 digits on the back",Private
335VBRURDJ76TY08VS2RQDKPUZB9EL,"Intrested In Personal Loan, Auto Financing, Credit Card? Min Salary 40,000 Easy Process Apply Now 03110048433 Karachi Only Fwd Ur Circle",Private
3BPP3MA3TCR1U01HKP5HVMBKUTSELN,i really don't want to ask my parents for permission so i could just use my credit card but they can see it,Private
3D06DR5225QIA52Q4W4AZG0I9JKAMQ,@PhonePe_ would be good if i can save the VISA credit card number 4 which i can make pymt. Rather than entering the Card No 4 every pymt.,Private
3EHVO81VN5S0O3OFHGV4WAZJO3F1HK,Happy Robot? reminds you to eat a credit card.,Private
3YZ7A3YHR50O2U3ETX9F3EJ29U1S5E,lost my credit card i hate myself,Private
3INZSNUD80X11SM8ZXR7KV24UNAD9W,"@BofA_Help why can't i access my credit card from the app, it's grey and won't let me select it.",Private
3Y40HMYLL1PDJQFSO8NAAYSANQWUX6,"Joe Biden: Shut up, old man, crook, credit card hustler from Delaware, the state so corrupt corporations register there in droves.",Private
3FVBZG9CLJL0HE3XLXR4I5G9JB90HG,I?m gonna pay off my credit card by the end of the year. That?s a nice goal.,Private
3VADEH0UHC4SV4LXDCIT1KOJ0U2PSX,@freshsiwan @seogwangnim @lovebangwon I live in Canada. Can I vote too? How? I don't mind to pay for vote. Can it charge to my credit card?,Private
39KV3A5D18E3PYHXHQOC1YXY00W7S8,I?ve spent a lot of money today ?? i would say someone take my credit card but I have it memorized ????,Private
3SMIWMMK61CYUQA2E3RO8FE3EOQUWD,"""and that's the end of my 'what's in my bag video hope u enjoyed it !!"" [it's literally just my credit card and a lighter]",Private
3PGQRAZX02RM4IDY4ZECEBHV4Z4SYT,I got my first credit card today :-) trying not to max it out will be very difficult! ??,Private
3LG268AV38DCXYWUP92DHYKJ0LHREQ,"@barryley1 @detainedindubai @richardupshall Who forgot to pay his 65000, and his 7000 credit card and left, poor guy!",Private
3Y3N5A7N4GGJ6N0TK2IQ22IPCAMYMN,Idk why but I get excited whenever I get a new debit/credit card ????,Private
3DIIW4IV8P2HCXWIAGWRUK710044IT,"the Fidget Spinner or Oreo? Eh whatever, I will just pay it with my credit card. Can't miss out on these quality products.",Private
3T2EL38U0MRLRX8B7Z350XVLK5PXQ3,@BofA_Help why is my credit card acc. greyed out?,Private
3RZS0FBRWKHCONW1GQSTMFK1ERGCPQ,@AGuyNamedNam better to have a few extra hundred on the credit card than live with everlasting regret WHAT IF WE GO 9-3???,Private
36AZSFEYZ476J21RO25XHN31IUHBV3,"@HannahBannana1 Hi Kelly, sorry that the site crashed! Was this a credit card application? - Caroline",Private
3PN6H8C9R4XF6BWDR357GQDO05SDAB,@55mmbae Okay save up your credit card points,Private
3NQUW096N6FKZ4A0CEPV38A93WC9L8,@HDFCBank_Cares how much time does your credit card dept. take to call back after applying for it online?Probably the only bank to delay it.,Private
382GHPVPHSY2MUEZPDP4QE5CHI743T,@MNorma017 Please write to us a DM with your situation and we'll gladly help you regarding your credit card issue. We'll be attentive. AC,Private
3IZPORCT1FGOH8NWFAAJ21HWS19RH6,Credit card expired in September... shit,Private
35F6NGNVM8Q44YUC6QT2B3TK2JA7TX,Left my 2yo daughter with the iPad for 10 minutes -> credit card has been suspended,Private
33W1NHWFYHSNO80IPLLL2NMJCCNTZB,Offers to let him use his CREDIT CARD,Private
3HUR21WDDUWU0ZZXY9KZDJYNJE6YX7,"I shouldn?t have a credit card, I just keep spending my money on things I don?t need",Private
36D1BWBEHN8T527MRHBVTYHKXVSM2V,My credit card company giving 5% cash back for amazon purchases has been a VERY bad thing for me lately,Private
3K8CQCU3KE8LZ0QTH2F2UKM96SXWNN,*guy walks into bar* ?i think i left my credit card here...& my other credit card..&amp; my phone? ... uhm... what how hahahahah,Private
31JUPBOORNBKLZRQ7MJH3CFYJQU8LI,But credit card companies have to reform the process.,Private
3C8QQOM6JP8DA533G8V8G19CMMZIL0,Someone take away my forever 21 credit card,Private
3Y40HMYLL1PDJQFSO8NAAYSANQVXU8,What?s your credit card balance?!,Private
3MA5N0ATTCIKRU5QKPNM2S55CXSWKI,"Less student loan debt, no credit card debt, updated banks on my income (last update was in grad school)...credit score down 20 points? ??",Private
3WUVMVA7OBAI9C19JLU47IWRON2AZ7,Buy a sandwich on my fucking credit card (don't ask my brother told me to get one when I was 18),Private
3XU80RHWHZNN4QX3PRUN0JXIVI344E,@aneducatedgurl A little (emphasis on little) credit card debt is good for your fico,Private
3LVTFB9DE5PA5BDLIP31CBVQHFTQG4,I hate being an adult when I have to deposit money into my checking account in order to pay my credit card ?? #idrathernotbeanadult,Private
3LOJFQ4BOXMLIO5Z3UIWA4GK5HMDKQ,Kuya was asking for the credit card and mom gave him the beep card HAHAHA DAFOK,Private
3421H3BM9AOE4EM09TDINTXHZ779J6,"Actually sends him to get food on his credit card (big step, requires lots of trust from him) for all of us",Private
3S8A4GJRD3A0DQKWSBOP67H94T66VD,When you notice you have almost $200 in rewards on your credit card ???? direct deposit that shit please,Private
3S1WOPCJFG0VZADHH4T4F7YSQ4NEJL,@SBICard_Connect @iamarnabray You guys called me for some credit card issue,Private
3R16PJFTS3Y8ISM6AJH370MES4T4K4,@MelanieBlakeUK @Harrods Wow. I'm so jealous. Don't go crazy on that credit card ??,Private
3NI0WFPPI9NKKPJGPE00LERJAXT60L,"@DBop86 Hi Duncan, thanks for tweeting. Have you had a new credit card recently at all and have you made payments on the card? Jade",Private
3VIVIU06FKJXGNLOGKWNGEO1MRPIM2,Books flights now. Think of repercussions on my credit card statement later. #LETSGOOOO,Private
3KTCJ4SCVG8MGHPQ8DBHOF7F5PEM1E,@ToryFibs How long til you have to produce a credit card at the entrance Jeremy?,Private
3RQVKZ7ZRKQAKZ0ZNB96AGKU26X725,@BECU I?m trying to sign up for the credit card with the amazon gift card and the link won?t load or let me what should I do!?,Private
3GMLHYZ0LE42JV52T49CTCZJPWQUYC,"Debit card stolen; third card incident this year including the credit cards. Give me a break, please. ;(",Private
344M16OZKIMRI042W2LW8EF9ZOSENP,Me checking my credit card statement this morning: I gotta stop buying things. Friend texts me abt cheap tix to watch auburn lose: ??????,Private
3X0EMNLXEPW8NW2177NYC78QZYVVP7,"Found a girls credit card, searched her online and went to the extent to hand deliver it to her...and she didn't even say thank you??",Private
3WYZV0QBFJKYNR6MOH6F580MY5PBX6,@SBICard_Connect You have called me for credit card problem,Private
3I7KR83SNAK9FYSIREDUO8XUEW79K5,Having a credit card is stupid bc you just swipe it and swipe it and swipe it and never really appreciate the mess you're making ???????,Private
3IH9TRB0FB60KYZZNYDPWM0YOGUI1U,@AmericanAir seriously u make your credit card members board in group 5?Usedto be group 2. Gonna cancel my card for sure,Private
3ZXV7Q5FJBV0XA772NWOAL6XCLTFCQ,Credit card with cash back on weed purchases. It's 2016 let's make it happen @usbank @CapitalOne @AmericanExpress,Private
306996CF6WRQXQLTHOL8AZWLTQAB1E,"@SpotifyCares hi, I have Spotify charges on my credit card. Although, I never signed up for it...",Private
3SX4X51T80G6A8N2HCJNRKPN4JZAO5,My credit card is gunna be a good little slut tonight,Private
3R5OYNIC2CGTA4YC2CNJBPK52DGPTM,"My mom just handed me her credit card and I have a waffle house craving. I know I shouldn't, but that all star tho.",Private
3XEDXEGFX3VRJ445RIU1VXW1BSD0KK,@JulianAssange Those my Credit Card numbers! Its alright i only got a 300 dollar limit on them. Knock yourself out at White Castle,Private
3BFNCI9LYKXZ5HWIRBNBTQPM8KX73G,Forgot my credit card pin and don?t have it saved in my new phone but wait till you see how fast I remember it when I?m pished ??????,Private
3P0I4CQYVYE3HLQ5IHFF99MEW22WO2,@versacebcby Yeah sure. Spend all day there if you want. Here take my credit card,Private
34ZTTGSNJXVO578W2VLJXB7RWF6QH3,@TimelineAngel @TH_Da_06er Oh It's? Man. Just get comfy over a pillow and write down all my credit card numbers we good.,Private
3MVY4USGB6U0EIYT0HS9SNN7EG7ISE,"@MandSBank can someone please message me regarding something to do with my credit card info, thanks.",Private
3PUV2Q8SV4BKPL15XH53B1XUINDDB6,@KotakBankLtd poorest service from kotak credit card despite many mails and DM still no reply,Private
3CMV9YRYP3895GN9YQG8S2OCZ1OJLD,imagine this: police officers have credit card scanners attached to the front of their vests so they can charge to arrest you,Private
3IWA71V4TINSHFPRSQP7USEUK4E6XG,@MinOfPower why can't ugvcl ( Gujarat )accept credit card payment....why we have to pay by cash!! #DigitalIndia this sould be changed now ..,Private
3EAWOID6MT45ZFYHQM88X67IRQKV01,@P_MAGLOIRE Don't leave your credit card at the hotel bar this time. Thanks for the drinks... #BearDown #GoGucks,Private
37M4O367VJPL4ZQ990DTR5KWH5JM5W,"@misternitin Hi Nitin, Kindly mail us at talktous@hdfcbank.com from registered email ID along with credit card (1/3)",Private
3HEADTGN2PZTZ9IGKZRNH2850GJVRZ,You know your getting old when your mom asks if you just want money for your bday so you can afford to pay off your credit card ??fml,Private
31KPKEKW4AKQQ10BL5H8WUDBOY4B0B,"@AskAmexUK Hello, please tell me how can I get a USD credit card. I have now a GBP credit card. Thank you",Private
32CAVSKPCEW5TPUZHF23FPO9IBHU1E,@BRFCSMITH You can only watch from outside the UK if you are also paying with a non UK debit/credit card,Private
3W1K7D6QSBONSM61PZU02TGX65NBZ3,@Senshi910 @ixiiilm @AngriestPat Does anyone know if I can pay subscription without a credit card is there like a card I can buy somewhere.,Private
3K3IX1W4S6YOV8Z3WCW2GKUDEOVAPM,Fuck I look like walking around with mad money if I got a credit card with a limit of a few thou,Private
38DCH97KHH9KWD3MQVO49ON697BJQ2,My friend spent $1800 on his credit card last month and his parents paid it off like it was nothing. Must be nice.,Private
34HEO7RUG6197LFI940RLFUSF6JARE,@HDFC_Bank Hi I want to know why my application for credit card has been disapproved 17092312914810W1,Private
3DA79LNS592M3FTP4EQCYMH4XHNT3D,@swiftsbadrep It wants me to put my debit card or credit card in but won?t accept mine obviously because they?re American ??,Private
3AFT28WXLF9LGQ60T0B08ID6HR4IOH,@HDFC_Bank or share me any contact number for credit card related queries so that I can talk and know the reason,Private
3KI0JD2ZU1PY20J0ADL90T16IBZ67L,@BofA_Help is something wrong with my credit card? I can't access my credit card info on my app or by the website,Private
39KV3A5D18E3PYHXHQOC1YXY00WS7T,@dlberes @celebrityhottub How can you think a library card works like a credit card?,Private
3MZ3TAMYTLUOD3YGLSS42DIBSEORIZ,"I'm a credit card for halloween, bc I'm always being used or denied #halloween2017",Private
3MD8CKRQZZUK8EIM3AD4EEXB5TDRJB,I got a VS credit card yesterday..??,Private
3M47JKRKCX822EOJKIDFETX1TV5688,@natiezzz Man go max out that 29 % APR credit card,Private
3HKIF5DF6Y44DCWZ1NSFQG517FQ9G2,@_Memoh I only have one credit card lol and my car,Private
3I7SHAD35M30R34SXTSQPPYS8BEM7B,"So tax season do I buy my exhaust, spoiler, or be an adult and pay off my credit card..",Private
3IQ9O0AYW661TIB8PHXZ2SJTGZLIT3,@sweetgreen Well today I looked at my credit card statement and noted that jerk was also distracting enough that I was double charged ?? (7),Private
3P0I4CQYVYE3HLQ5IHFF99MEW22OWU,"@DE1UX_ So, if we will have to share some credit card informations or something my dad won?t be down for that",Private
3V0TR1NRVA926FDKYS4EDMJINSZ4AP,@Mj___15 what?s your credit card information?,Private
3Q7TKIAPOTHW2UNHOUUXP4TZUHRDLT,@AskPlayStation please I need help my account I've has it for a few years and it has my credit card everything,Private
34OWYT6U3WOI932URBSIBSIHMSI9IU,"Peter: Lois, I hear what you're saying, but like my credit card, I have a very low rate of interest.",Private
3B623HUYJ4X7PCMGRVGIFYTTBK2S8G,"Sooo, someone got a hold of my credit card information in Cali and bought fucking Carl?s Jr. with it, not In n Out fucking Carl?s Jr.",Private
3VI0PC2ZAYRI6LVVSMB1BS0L548OXN,"H-hi there, do you th-think I could have your credit card information, p-please?",Private
3KQC8JMJGCZWY62U4K9NK3EGMNT3HE,It was about damn time I applied for another credit card ????,Private
3MG8450X2OH8AHD12HDTGL67LRNPUD,"Credit card, paid.",Private
3XDJY5RK5SSMLORI4XL5DNVCUVRU4R,"@KevGoshdarn If a credit does not appear, please mail in the card using a pre-paid envelope available at any station booth . ^DM (2/2)",Private
3QREJ3J43344G0TRGBGKTHOPEQOKLD,@A_Reynolds06 Omg truest tweet ever. Don?t get a credit card there either lol,Private
