HITId,Input.text,Answer.sentiment.label
3SSN80MU8CVZGUAGUUJ84BJCLY6XKI,@EmilyHyphenRose @ana_irim ?? Dream a little dream another dream toniiiiiight dream myself to death ??,Private
33N1S8XHHMSMFOO9N21BWH3OKS51ZH,So in the future I'm cautious especially in the black community. Page said death getting nearer be prepared b,Private
3QTFNPMJC6PPTVVYSPZ9TOGRNT9ZNM,"@rachbuterax i love blue exorcist and death note omg! noragami, blue exorcist, and no.6 are my faves :D",Private
3W3RSPVVGSYIJWY3APKMZ4XNGGUULQ,"Death am I. If any want to know how great I am and where I lie, let him outdo me in thy work.",Private
3VLL1PIENQV7BGVAT4ZM8DGWD3EZO1,@roars_loudly Kuch bhi ho jaye.. I will be with her till death.. she makes me her lifetime fan,Private
34YWR3PJ28HX343CQ19QLR43700X0C,"@UGADawgs03 Yall niccas go to far bout shit ,you shouldn't never wish death on no human ,YOU A LAME FOR THAT",Private
3GL25Y68431U6IAJF6WOJOBGA31XMN,@EthanDolan You are literally the best and i love you to death. Thank you for this ??,Private
3P6ENY9P793BO9KDPNGAO9G554YHIY,its called 'samsara' samsara is the karmic cycle of birth & death. . . super excited 2 share whats been happnin n my head w yall loveyou,Private
3RZS0FBRWKHCONW1GQSTMFK1EQOPC9,just finished movie happy death day it banged,Private
3511RHPADVLQ346M6VPHUTA39HQRLJ,@Marian_elio I mean death is cute too she poppin,Private
3NRZ1LDP7WDPWG7B84C1XDLMN8AZPI,mady's live tweeting her death ok,Private
3T5ZXGO9DEVAWS8Q8HRQXIBWS4WZQ9,@enelyvee @Yanathechamp @enely_vee GO BLEED TO DEATH CUNT,Private
3YGYP13641GGR497I85W7LESECQRNL,@BadluckDuelist @mombot usually death threats are the main issue.,Private
33P2GD6NRNZ2U4A1PQ1M1PVIX8NHK9,NICO LOVES KAROLINA SO MUCHXND I WANT DEATH,Private
3RIHDBQ1NE5XKSA4A2E2G2NMMDIMHJ,"Awwww... he reactivated it but deleted his comment. Ah, well. Can't love 'em all to death.",Private
3RIHDBQ1NE5XKSA4A2E2G2NMMDIHME,niggas will wyd and imu you too death,Private
3VW0145YLYJTBY5UY2HNSF31Z5MMJO,Pi Delta Psi Fraternity Banned From Pennsylvania After &#39;Glass Ceiling&amp;#39; Hazing Death: The Pi Delta Psi?,Private
3EQPA8A3743TA54DDR7H0HZAE94JZ2,@death_of_speedy point duly taken. The Authentic sandpaper voice just got in the way somehow,Private
3XEDXEGFX3VRJ445RIU1VXW1BRLK0A,death to people who don't remove you from CC lists when the email thread now between two people,Private
3W0XM68YZP2RQTPNN1Y192FBGJRK1D,THESE TWO ARE GONNA BE THE DEATH OF ME RN I CANT,Private
31SIZS5W59M1U1MZY0XDBF9XJNDRQ8,Eating portion sized and no late night munching is going to be the death of me lmao.,Private
371Q3BEXDHGM98N30LGVSIQXASHZSY,@RedRoomWriter THE DEATH NUMBER,Private
391JB9X4ZYFOMIBCGNHZTU3EEUMMKN,am i on my death bed,Private
3TCFMTM8HEVW9DLXYVSX96THZJ621A,ken: porn???? you don't need porn when you have death taekwoon:,Private
3VJ4PFXFJ3E1ND7ZDYVWQQHCM4VUA8,@hswcafe AND I NEVER SENT HIM DEATH THREATS I JUST SAID HE LOOKS STUPID,Private
3IKMEYR0LW2YFE7J65YFELPG8P5K2U,@kyletorpey Sounds like he realizes bitcoin is the death of PayPal.,Private
3QD8LUVX4X5WYBPDN7F22M0UO8BX5X,@Xadeejournalist U people lived ur life now u r on death wish i think??????,Private
3IWA71V4TINSHFPRSQP7USEUK3MX6D,@Lyricaforreal @VirginiaGardner are responsible for my death thank u very much #Runaways,Private
3TX9T2ZCB98FGP4CKQQWP7TIG5DZWD,Death a hard pill to handle I swear,Private
37ZQELHEQ05PUOWFD09FLMKI8PRMNS,Retweeted Eugene Peterson (@PetersonDaily): We practice our death by giving up our will to live on our own terms.,Private
3XU80RHWHZNN4QX3PRUN0JXIVHC44L,"HOWEVER, it's far from ""false science"" when the leading cause of death is heart disease in the US",Private
3ODOP6T3ASRD1CIGLDBZ740KB3G24N,im gonna eat a granola bar and sketch wonwoo from the vlive if i dont come back it means i necked myself to death,Private
34XASH8KLQTPX98STFM7PBPD84SMPO,"I did not see that photoshopped photo the last time. This interrogator needs to die a slow, painful death. #TheBrave",Private
3ZICQFRS31PJAK9HVDA3OBN0X7HZZ3,Kids who spam shotguns in your ear in fortnite pregame lobbies deserve the worst death possible,Private
39KMGHJ4RZHP6EX1NPKJCDHSXTG00L,"One day I will own a rocking chair, only then I will be ready for death.",Private
3ABAOCJ4R8BAXL97TS1WPGFND0EMQF,@TheMcfargy Nah let it happen the alternative is death which you're not allowed to do yet.,Private
3HEADTGN2PZTZ9IGKZRNH2850FSRV2,Watching YouTube clips of America reacting to the news of Bin Laden's death and sobbing. Just normal Monday night things.,Private
3E22YV8GG1DVFRTS5G172QEDDU2PNR,My grandpa is getting worse FAST. I?ve never dealt with death or the thought of it and I don?t know how to act.,Private
3EFNPKWBMSVLN6WY6C22EBFZ05003G,Sentence improvement We are sorry to hear REGARDING your father's death. A) of B) over C) for D) No improvement,Private
391FPZIE4CTGX0FDJ45O7C4GZZLHU6,"""Baby controlled mechanical arm used to detect aliens"" Death Stranding, ladies and gentlemen. Can't wait",Private
3JU8CV4BRLJDXCT46V1KHFEI347PO6,Ruby lifts Shirous towel Illya goes what the Fuck Ruby notes Illya is nosebleeding I slowly crave the embrace of Death,Private
3W0KKJIARRG91T98MM7GOC2JUPXK8X,i touched her thigh and death smiled,Private
3K2CEDRACB8NP11ZAWVRULQAX7DMTT,@_CottonKandiKid Another year older and closer to death,Private
3R5LWXWHR0FUE8EX43YT6JRJEHPXGF,"Hehe. Yeah, I guess I am the Master of Death after all.",Private
3HEM8MA6H9JGIO6KL8TO6K9II5PPQE,i can?t pick out 100% which hands are jimin?s but i CAN tell you that i still want jeongguk to strangle me to death,Private
3MQY1YVHS3RXMB3P0SLMFI6QLVX2BT,now we have ppl receiving death threats & suicide bait over something as small as a goddamn ship between two consenting adults,Private
3FDWKV9VCN92PEGOA1L1ZHCCGLKMUK,@Julian_Epp ?????? I?m reading ?Death by Black Hole? rn actually. He?s brilliant though,Private
3A9LA2FRWSL8E498O9GBRJ3KTH2HXY,"ok birth chart pull through! ?House VIII in Taurus Happy old age, natural death. Inheritance?",Private
3E9ZFLPWOYZ8AZKSURYWRV4ZTUHXI7,Hamza's death in the Battle of Uhud was very difficult for the Prophet to handle,Private
3R5OYNIC2CGTA4YC2CNJBPK52COPTS,this week is going to be the death of me,Private
3GL25Y68431U6IAJF6WOJOBGA31MXC,I think PUBG would be a good game to sit around with friends and pass the controller around after each death.,Private
37NXA7GVSTDIWBN3FFURVQZ6UN4LV7,"A study showed the leading causes of death in the United States are: 1. Heart disease, 2. Judson Almeida, 3. Cancer",Private
3VADEH0UHC4SV4LXDCIT1KOJ0TAPS3,twizzlers and red vines both suck ass and deserve the worst death,Private
386T3MLZLN27O324ITXY5SNAGRS088,@Thorlock1248 @Thomas1774Paine Treason and death!,Private
3JVP4ZJHDPZ0D9EHRF9PIHHOJNWI0X,"In such moments - you will be severed from life, from love, smiles, friends and even from death",Private
33IXYHIZB5PVTEF9AJNCGQCBOSA2ET,"ENTERTAINMENT, n. Any kind of amusement whose inroads stop short of death by injection.",Private
3Y3N5A7N4GGJ6N0TK2IQ22IPC9VMYI,@DeleMomodu @segalink Sir ur write up to Mr Presdent was well articulate n great.BUT he won't step down.Fulani like????till death.Godshalldoit,Private
3X0EMNLXEPW8NW2177NYC78QZX4PV8,L do you know Gods of death love vaping,Private
33P2GD6NRNZ2U4A1PQ1M1PVIX8NKHC,i love my sisters to death and will have their backs till the day i die,Private
3LEG2HW4UFUNZSF55U7IY8XB0TP2FB,Nothing in life is guaranteed except for death,Private
3HFWPF5AK9QLOFGAFELMOHLIVXIS3U,"@Seditious_medic Ya akhi, post an actual pic of Black Death, that way dimashqi can eat his cake ??",Private
3XBXDSS888QA00SYFUV9JBWRAYBXLL,@jose_sarraff @tiverson24 @DavidWohl @KevinBooker212 Well if I was death I would probably not be watching college football. Just saying...,Private
37PGLWGSJTD2QZLLV8J711WXXL2KI5,I always come close to death Idk why I think death likes me,Private
3QQUBC64ZEL0O0VJR7BOW30GFTBXNN,happy thanksgiving. i'm thankful for my eventual death,Private
373L46LKP7DYLA5RDQ47D2BXA0RKJH,@RoamingPhantom Yeah wwww I?m curious with their special powers now. The zodiac warriors? death order is reversed in here,Private
3H6W48L9F4WL2L26XHSUY9R4666PWI,@fancy_spancy_22 I don?t think you realise but muslims in the West aren?t subject to a right wing authoritarian regime where dissent=death,Private
3GITHABACYSZNKSM3IQV6D6K2KAN22,Everybody gotta die! Don?t rush your death...,Private
3OQQD2WO8IDWU1DEA2R8KFFVMZGI3S,Death is a part of life that you need to accept,Private
3QREJ3J43344G0TRGBGKTHOPEPWKLJ,"Currently on my death bed, and Kay has been catering to my every need ????",Private
389A2A304OP906SHZ5D37EJT6ID0CE,"@KhailAnonymous Broken bone? Drunken riot? Death? We need the deets, I barely know what a college football is.",Private
3IKMEYR0LW2YFE7J65YFELPG8P62KD,"@ulovetia I?m telling youuuu, watch the anime death note. It?ll definitely have you like ??",Private
3DIIW4IV8P2HCXWIAGWRUK710ZCI4D,@BoundaryBreak The death egg of sky sanctuary,Private
3YZ7A3YHR50O2U3ETX9F3EJ29T9S5K,i?m still not over derek shepherds death,Private
3UAU495MIIZQPH10NH0ERL1HBLZUO7,@xpathdemon *Valence summons nyxfade and stares him down* Kane for your crimes against the gods I sentience you to death.,Private
3J6BHNX0U9ZU40WCSOWZ69SEJKWKNL,"Oh shit! I just realized when Jessica was singing Tsurupettan, she was referring to me! I'm gonna give the butt pinch of death! >:/",Private
372AGES0I4CL3YNBKES55N5QGQ0XRB,@david_kennedy11 @suzann_art they both are dead inside so mercy lets hom enjoy death for a few seconds before he faces life again,Private
3XUSYT70IT8J5YYVZ18ERK1BRIP0DE,But i still never pray for death....just a lot of heartache and pain,Private
3OYHVNTV5T5CMLWOT3WCLYSJ9U1KO0,i rly wonder how me & iks been friends for this long now ?? she makes me wanna just choke myself to death,Private
36U4VBVNQOKTMUTGF9HILG6MM8JURG,@WyattMcMinn Ole boy lucked out on missing the annual Alabama kicker death threat letters,Private
37Y5RYYI0PCX4DNOZ3SAVXAM2SJXSZ,Lululemon set to broadcast record winning streak as new office opens in the Death Valley.,Private
36D1BWBEHN8T527MRHBVTYHKXU12MI,The governess committed drug smuggling to avenge the death of the butler.,Private
3HRWUH63QU9RMHB9L1ST4K9WMU1N53,All allies of Nohr deserve nothing but the cold embrace of death!,Private
3GITHABACYSZNKSM3IQV6D6K2KB2NI,"Though now to Death I yield, and am his due,",Private
3Q2T3FD0ONFIQK35VHP0C8MC381M3D,"Stop beautifying obesity. You?re promoting heart disease, the leading cause of death in the US. Which, wait for it...stems from obesity",Private
3Y40HMYLL1PDJQFSO8NAAYSANP4XUF,"@therealbobberto Thank god, you might actually starve to death now",Private
3RZS0FBRWKHCONW1GQSTMFK1EQQPCB,My best guy friend said some ?fuck him and then fake your death? ???? do my friends really think I?m that dramatic,Private
3NC6WP7WJHRBMUZ7936PQ3Z0Z3BWWM,@Mandasaurusrexx Trust me no one is hoping for that sweet release of death more than me,Private
3BC9H1KCYUJFBZU7O4ODB0KGABBWYL,@lilnanie_ Pretty sure it?s binding and if you break it the punishment is death,Private
3FHTJGYT8N7P5ZC6ICOCC65GCIIPGL,y?all rmr that time he wore a pens jersey and i fell into the ocean to my death,Private
34R0BODSP16NSBYWS2PAEXFN8235EZ,"Monty Hall?s Cause of Death Revealed: Coronary Disease. REALLY? GEE, I guess that would be ""natural causes"" when you make it to 96!",Private
34YWR3PJ28HX343CQ19QLR43702X0E,you cant send me death threats i hope i die anyway,Private
3HRWUH63QU9RMHB9L1ST4K9WMU3N55,CORRECTION: Jassem Mohammed Munif was the FORMER Wali of Al Jazeera at time of death.,Private
3NRZ1LDP7WDPWG7B84C1XDLMN8CZPK,It?s so cold that I actually think I might freeze to death,Private
33KGGVH24UOXATOUMKDQZWNDCS8X1H,@TheGoodDeath Thank you for opening my eyes on the real truths about death. I no longer fear it b/c of you!,Private
3T5ZXGO9DEVAWS8Q8HRQXIBWS4YZQB,Death to the patriarchy rise of the memetriarchy,Private
32L724R85LR31QI180OFXIIWRVAPID,Tua saved that kicker from so many death threats man,Private
36U4VBVNQOKTMUTGF9HILG6MM8LURI,"Death is the ultimate answer to all of your questions. I said this to an outgoing, socially confident person.",Private
32ZCLEW0BZRZW127QI9F9JXW4AZPJP,"if i cannot see got7 when they come to atlanta, i will cry myself to death thank you",Private
34D9ZRXCYR1L80FVOT0WBPZO17CSAS,I CAN DRAW LEGS FINE BUT THE PAWS LOOK LIKE DEATH AMALGAMATIONS,Private
37PGLWGSJTD2QZLLV8J711WXXL4KI7,"panic! at the disco All My Friends, We're Glorious: Death of A Bachelor <3",Private
3NCN4N1H1GOTBXSIMBJ6769OWQPNB6,"Why worry about death, it?ll come sooner or later. - Jim Dunn #automotivequotes #quotes",Private
3FJ2RVH25ZDEYIOS287QOCB0XVW29L,"I love how the same people who criticized jbs fan version to death are now complaining about someone calling crap ""art"" crap.",Private
3QREJ3J43344G0TRGBGKTHOPEPYKLL,"@ahmarasmithart I went with freeze to death, call 911 tomorrow to the front of the apartments if you dont see my tweets??",Private
34KYK9TV2RFQRAKNU70S60JUJPXSBN,"I want to die a horrible, bloody death that's completely painless....I don't like ouchies.",Private
3TFJJUELSHWGWGVVESHHQ2C83GZ2C2,"@AASchapiro @CDReisswriter America, exporter of death. Have we nothing else to offer the world?",Private
3Y7LTZE0YTT2OLF7PQBV7J8LVP4ZUG,"I don't fear death, I fear that it will be less than cinematic.",Private
39RRBHZ0AU821047UGL035A49WDZV5,I never wish death on nobody cause ain't no coming back from that.,Private
3MXX6RQ9EVC9TJJMNBMB3H8DMDA4PE,Heat death of the universe? We generated a total of 0.6 kWh today for a monthly total of 53.3 kWh. #solar,Private
3HEM8MA6H9JGIO6KL8TO6K9II5RPQG,THAT MOOD IS DEATH AND REBIRTH AND LIKE EVERYTHING IN THE ENTIRE WORLD,Private
3B9J25CZ25K91FCT87WNHKPC1AXSCU,goodmorning twitter i want death school can go die,Private
3YLPJ8OXX8KE2SLD92WSXUUGOCIX4U,"Ever since his death, listening to SHINee songs hurt a little bit",Private
3M0556243SRJOE4YRD52QW09BOHNFO,"@conangray It's 7 am, I'm just starting my day and I want death",Private
36BTXXLZ2VFU5WZ103Q08C8SNVY4R6,"Sweet death, take me. Dex games incorporate physical properties of the game!",Private
3LCXHSGDLTDOYDW74Y2I78PFMMASEN,@_LittleMoonlite @Nikki_Nik_N It?s death. I?ve lived in the area all of my life and I?m still not used to it,Private
367O8HRHKGF66BZEFSQ5YMDO9XH4SU,@kels_316 @katentek @erinrileyau C. Starve to death outside because can?t afford food or mortgage after baby boomers fucked the world,Private
301KG0KX9CS7DO6B0KVI1T9OG842HB,i feel like regurgitated death but at least i have friends that conspire to bring me juice @FrithRa @Kyrushi_,Private
3MIVREZQVH5F7X948GOGA3NJOVLKQA,@dynamosluvr99 please give the sweet release of death,Private
3MG8450X2OH8AHD12HDTGL67LQXPUL,My mom said ?Love ain?t for everybody. Only things that?s guaranteed in this world are death and taxes?. ??,Private
3HXCEECSQM0J5UZCZR8KA4EYRDFZYE,@paratoujours Excellent. islam is death for those Who like freedom. Islam is the opposit of liberty.,Private
3H6W48L9F4WL2L26XHSUY9R4668PWK,This girl will really be the death of me and that?s fucked up,Private
3XDJY5RK5SSMLORI4XL5DNVCUU24UA,@tmtweetz @ava @Oprah To death honey!,Private
3EAWOID6MT45ZFYHQM88X67IRPUV09,"?My mental might be the death of my legacy, been thinkin to much and too dreadfully?",Private
3MWOYZD5WVVDURHRQGOSDQ9N3P8NOA,"You said you gone fuck me to death when you see me, you said that you said that. ??",Private
34F34TZU7W634U11OKY3D6P3T082JG,my biggest kink is wanting to experience the sweet embrace of death while on the verge of busting the world's biggest fattest nut,Private
3S37Y8CWI87ZDSGNZX06VBG9FAD4W9,"""Death.. is the end of life. It is not the end of a relationship.""",Private
3WYZV0QBFJKYNR6MOH6F580MY4ZXB0,Insomnia will be the death of me,Private
3G3AJKPCXLZ32XBNEYIUG81PQID4Y8,@Jay_2225 I just need to go outside to smoke a death stick,Private
3WRAAIUSBJ6T4H1UI36JAXGGGMEXA5,"@SnobRSA @eNCA Your racism and ignorance is showing. The farmer had nothing to do with the worker's death, it was a security officer.",Private
3KG2UQJ0MJVGF3U75TGW2V4NIQQNQI,i heard exmilitary with my friend connor who never heard death grips meme or not it was great,Private
3YCT0L9OMMGSSJ9KXX51XVJO0EBSNC,"""Any who choose to stand in my way will know the chill of death.""",Private
36D1BWBEHN8T527MRHBVTYHKXU32MK,@VeikkoWeiden ???????? Till death take them part ano waa,Private
3W9XHF7WGK2SZD1WPKIBF8Y682KKTO,@norestfor Death machine,Private
3LAZVA75NIYH55SY4XQ8L26PSUI2OZ,Trying to put asleep lana in her crib but she has this death grip on my shirt lol,Private
3G57RS03HHCVXVMGZIU9CW6YBZD52X,actually an even worse confession is that my very first anime was dubbed Death Note,Private
33J5JKFMK659BZ1XNAWHTH6HD9ZQ35,@whiotv yes u lay down and accept death,Private
3SBX2M1TKDUUTVK1NO103MYNR9VQ4Q,I will make tea now and wash my hair Preparing my death,Private
30UZJB2POHJKIDIZ3I8EV6BQHDD538,"@CBSNews Who doesnt want to get beaten to death just to make ""friends"". Jackasses.",Private
334ZEL5JX6MAA49WYC5ECKJTQOGSOR,If only death was temporary I would die and come back to life again.,Private
3PMR2DOWOO8509133WDX5B3WVD954T,I will never get over Alan Rickman's death,Private
3CMIQF80GNX88IOF6CUF0KI1N01Q6B,"?When I say forever,' Koschei whispered, 'I mean until the black death of the world."" Deathless.",Private
3JUDR1D0D6YKQH5EJAICA71P7V02Q7,"@guitalex In this game, there is definitely stun. He stood up dizzy. All I had to do was re-execute the combo until death.",Private
3VZYA8PITO5O1LJ2KVQVT8DJE1T058,omg they all just got framed for destinys death,Private
3DQYSJDTYLIWUUI6Y8856G6711CXE0,Three Billboards will be the death of me because it's so incredibly bad and i hate it and will spew hate toward it til the day i die,Private
3BFF0DJK8XJQNWE4UTRD6UPGPWXSTD,@Custat art is gonna be the death of me...,Private
3SSN80MU8CVZGUAGUUJ84BJCLY8KX7,Have general discomfort?You probably have Substance Abuse.This causes immediate death.Try Prozac,Private
3VMHWJRYHVNO08I2TJSBOYR7D2RXFI,lapis Crystal Clods likes really bad and now for dead mom death,Private
3XABXM4AJ1CVCW73ZRRDKYESTVRQ8X,Dr. Death defeats Gillberg via the Kinshasa in an Acid Bath Match in Paige's house,Private
3AA88CN98PAOGZ0QZQ5ANPQLN42KYD,Hitting my shin on the grocery cart is as close to death I have ever come,Private
3UDTAB6HH66728LENL3C5OIL0XC09Z,Organic chemistry lectures at 8am are going to be the death of me.,Private
3R5LWXWHR0FUE8EX43YT6JRJEHRXGH,My cramps bout to be the death of me & Iain even lying ??,Private
302U8RURJZ88KBQORSA68I3VZI5NVC,@Partisangirl Death to America (System Government),Private
3HA5ODM5KAZ50OITZORS7CD1MHDSVT,pants are an illusion. and so is death.,Private
3K8CQCU3KE8LZ0QTH2F2UKM96R7NWM,@gurgaonpolice Very sorry to hear about the young mans death. Our condolences to the aggrieved family.,Private
31GN6YMHLPZIFDIYPYWOTEWFTQFSW3,"I thought Derek Shepherds death was depressing, until I watched Season 7: Ep.22 of The Office and cried for 36 minutes & 13 seconds straight",Private
389A2A304OP906SHZ5D37EJT6IF0CG,Happiest day for india today... Kasab will be hanged till death..,Private
3XUSYT70IT8J5YYVZ18ERK1BRIR0DG,I DON SLEEP CUZ SLEEP IS THE COUSIN TO DEATH,Private
3SV8KD29L4ZOLPAVVC7T1WZNTY6KZ4,im not scared of death. im scared of breaking my moms heart if i die before she does.,Private
3Y7LTZE0YTT2OLF7PQBV7J8LVP4UZB,I watched the episode about death and read a forum about the disease she had and I'm feeling better. I at least feel like I understand,Private
32XN26MTXZQ23AMNCI62AX9G0RSL0G,Snow season will be the death of me. #snowremoval,Private
36AZSFEYZ476J21RO25XHN31ITRVBV,The most brushed off death in cinema history is fucking hedwig.,Private
388FBO7JZR0PO5LTW3XQFH7PHZ7NYL,"@aprikorca crybaby miki was my fav miki too, her death here was a lot more poingnant than the manga",Private
3QTFNPMJC6PPTVVYSPZ9TOGRNTBNZC,I?m mentally not ready for Denny?s death. ?? why greys anatomy whyyyyyy ??,Private
3PGQRAZX02RM4IDY4ZECEBHV4YFSY2,"""The saddest death for humans is not the death of itself, but the death of their loved ones."" -My Girlfriend is a Gumiho",Private
3DZKABX2ZICPT7TX221SS79J0ERVC2,"""At my age, you see death everywhere...death!""",Private
3E9ZFLPWOYZ8AZKSURYWRV4ZTUJXI9,"Be of good cheer about death, and know this of a truth, that no evil can happen to a good man, either in life or after death. Socrates",Private
371Q3BEXDHGM98N30LGVSIQXASJSZT,"Essential California: Severe flu brings medicine shortages, packed ERs and a rising death toll",Private
3N3WJQXELSX9ZKP1R5AGTL2VXPCL20,have you ever needed someone so deeply that not being near them feels like death?,Private
3ICOHX7ENCIOX4CVVWJYX2JWRUS0E9,"In the name of the Fang, I sentence you to death. Do not blame me for your fate. It is your own doing.",Private
37G6BXQPLQSCLXHUCUDDC8AE4YPQEW,i?m hot rn in bed and it?s so nice. finally not cold for once. hope i sweat to death,Private
3087LXLJ6MNG3ICRQ734FK4W3V70FR,"It's 7am, I been up all night.. insomnia will be the death of me I cant even remember the last time i had a good night sleep",Private
3WKGUBL7SZTJ2Y4OVJT4M0ZTH38L4W,@Anna_Soubry People are starving to death under your governments watch. A little perspective please.,Private
3UL5XDRDNCQ6JAO5FZ3AMNJ1XZ5580,Please Don?t you go lovin me to death.,Private
3CVBMEMMXBNEZP3H6WCDXKQWROQ7HW,@dakota295752 @TvWatch365 @RedPillBlack @Oprah You also said she said they need to die but didnt call for their death. You're insane.,Private
3GVPRXWRPH1EVKE1CEUYXWRBR157IP,Ain gon lie I used 2 think Anime was lame asl til I watched Death Note that shit really fye ??,Private
35YHTYFL1GAWWJD7T4RT0DUMXRJVFD,What if life is a dream and death wakes us up?,Private
3LVTFB9DE5PA5BDLIP31CBVQHE4QGD,"Hidden Leaf Ancient Taijutsu Supreme Technique...1,000 Years of Death!!! - Kakashi Hatake -",Private
3WRBLBQ2GRFMHI8M1R9MX5484A70GQ,@heejunclub say goodbye to ur aunts fckkign cat that things 2 seconds from death at all times,Private
38LRF35D5L313S8E4JGM3I36GU63UO,@vynyth #1 death in US is heart disease... Caused by meat ??,Private
3G9UA71JVV1AQVY7UWFY9X6B4GU7J1,The pressure cooker kept my soup too hot and I had to put it in the fridge warm which I've always been told is FOOD SAFETY DEATH,Private
3UEDKCTP9VX51F4PCHFAAC6OJ5U7K0,Bears eat honey to fuel their eternal thirst for the death of their deity,Private
3ZXNP4Z39RSGLLM7XHRBPCJ385YL7G,You either go on twitter to tweet about how your gold fish can bench 150 or to tweet death threats at trump theres no in between,Private
3DA79LNS592M3FTP4EQCYMH4XGYT3M,"I Will ?Okay? Your Ass To Death , I?m Not For All That Argueing & Shit.. You Win Sis ???????",Private
322ZSN9Z5GR7LBCT4SVV8R9ABGUT47,@brighttleigh I would actually beat this guy to death if I witnessed this.,Private
3X2YVV51PUBILTJ4CFH4XD963Q31WT,"Everyone appointed to death is delivered today, and every terminal disease is terminated in Jesus? name!",Private
39KMGHJ4RZHP6EX1NPKJCDHSXTJ00O,Its only possible function alive is to spread disease. It knows that in its death it can best serve the greater body above,Private
3XDSWAMB22ZXOZXGG37IMKABJMDCQQ,@wateraustin Does $18.64/year justify death and disease? Dr. Huang purportedly has proof: worldwide conspiracy to blackmail ColgateFfluoride,Private
3P888QFVX31YXOUJ68G9HK4S80WQO1,Do you know the leading causes of death? The first is a disease carried by mosquitoes. Death by a horse kick is after.,Private
31D0ZWOD0A6L7RVJFRHC1JT56FV0AF,"@realDonaldTrump 10 cases of Leptospirosis in Puerto Rico, with 4 possible deaths from a bacterial disease caused by bad water.",Private
32FESTC2NHXPGS4XXCRNWL70M7JUCD,drug use dissolves the talk show reprogramming death,Private
3D06DR5225QIA52Q4W4AZG0I9IWAM0,Unknown death poll in Puerto Rico. Disease starting to kill people contaminated water.,Private
3P6ENY9P793BO9KDPNGAO9G5541IH2,"it's an echo of a 90's dream. also, as @dbinst pointed out: no shooting deaths or drug use in a movie ab guns and drugs. still huge stakes.",Private
3OZ4VAIBEXMC1LZ3CUIEFBMEQY1JV5,6 months. 6 Months for giving someone a disease that drastically alters their life style and can lead to death.,Private
3N5YJ55YXGAOSNNQGXJACVPIE86AN0,CHRONIC DRUG USE CATCHES UP WITH YOU. DEATH DOESNT DODGE ANYONE NO MATTER HOW INVINCIBLE YOU FEEL.,Private
32TZXEA1OLR6CR0K29BL2LQFJX541B,"#Maddow tonite: Laying out the unbearable facts of disease, death, and no fed leadership in recovery. ""Who's in charge?"" No one #PuertoRico",Private
36BTXXLZ2VFU5WZ103Q08C8SNVZ4R7,"@maddow Remember your interview with Dr Art Robinson? AIDS deaths now down to only 12,000 per year. AIDS is caused by long-term drug use.",Private
3Y40HMYLL1PDJQFSO8NAAYSANP8UXG,3 year old cousin deathly scared of ryan hilftery and his aggressive baby beard and height.,Private
3RTFSSG7T8DVB0N85PZNHSIK1WALWL,@johnmcdonnellMP Tell us again about the many deaths caused by negligence at Mid Staffs Hospital under Labour?s regime.,Private
3RWB1RTQDJUACK6OZECOKTOIOZ88PR,Woman with cancer marries in hospital hours before her death,Private
3PN6H8C9R4XF6BWDR357GQDO045ADJ,"@petit_elefant Yes. Now I know that if I?m not in imminent danger of death, I?ll drive myself to the Provo hospital instead of the local ER.",Private
3DA79LNS592M3FTP4EQCYMH4XG1T3P,Like I was on the verge of death barely could drive myself to the hospital nobody checked on my ass,Private
3QO7EE372OUEEU5A23BNB04T11GQB0,Wow Beth?s just told me she has an ear infection and she?s going ?death? ??????,Private
3E9ZFLPWOYZ8AZKSURYWRV4ZTUOXIE,#BRD Medical college of #Gorakhpur infamous for death of children due to lack of Oxygen catches fire.,Private
3E9ZFLPWOYZ8AZKSURYWRV4ZTUOIXZ,"got the crazy idea that I might want to get a masters in public health/nursing and deal with the maternal death rate, especially black moms",Private
3R4QIDVOJPJNOURP33IDIRL0LV6EED,I feel like death and my kid has a mild form of staph infection. I hate everything.,Private
3BFF0DJK8XJQNWE4UTRD6UPGPW2STI,"Taking ill. Slim drugs that lead to a "" Fruehgeburt"". Death or mental disease is a great guilt that will never be forgiven.",Private
32XN26MTXZQ23AMNCI62AX9G0RY0L1,@patientsafe3 ?Medical error = 3rd greatest cause of hospital death? = #fakenews,Private
3PR3LXCWSF6FZYRPQXSJE25WA42X9W,"@PressSec @IvankaTrump Unless they?re in nursing homes, in which case, you fully support abusing them to death",Private
3UEDKCTP9VX51F4PCHFAAC6OJ50K7J,Is it weird that I wore my @MATTHARDYBRAND stronger than death shirt to my surgery?,Private
3X4Q1O9UBHTOR6P4A973HTNX3AAO77,"also damn, despite getting the flu vaccine, this flu is really beating my ass up. like i literally feel like death right now.",Private
3BDORL6HKKKX00CGTIWIRAKGF8MCRY,@TannersDad Omg!!! I can't believe he died!! We need to make sure his death was not in vain. This was from the HPV vaccine correct?,Private
3X878VYTIEPULTCBB6ODUZEJB9KF7D,@JanJohnsonFL That death is a horrible tragedy. There's no real evidence linking it to any vaccine.,Private
3T5ZXGO9DEVAWS8Q8HRQXIBWS45ZQI,Never again will I take a day road trip???? that car ride was almost the death of me.,Private
